"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";"512";"1024";"Nvidia";"windows";2.0;98302
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";"128";"0";"Intel";"windows";2.0;26267
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";"1024";"0";"Nvidia";"windows";2.0;39534
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"512";"1024";"Nvidia";"windows";3.0;93187
"Dell";"Workstation";15.6;3840;2160;0;"Intel";"Xeon E3-1505M";3.0;16;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;162770
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";"512";"0";"Nvidia";"N/A";2.0;74485
"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i3";2.4;6;"HDD";"1024";"0";"Intel";"windows";2.0;23390
"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Intel";"windows";1.0;103843
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Intel";"windows";0.0;77203
"";"";0.0;0;0;0;"";"";0.0;0;"";"0";"0";"";"other";0.0;0
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";"1024";"0";"Nvidia";"linux";2.0;41505
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;74965
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"500";"0";"Intel";"N/A";2.0;18595
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"N/A";2.0;29251
"Huawei";"Ultrabook";13.0;2160;1440;0;"Intel";"Core i7";2.7;8;"SSD";"512";"0";"Intel";"windows";1.0;79867
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"AMD";"windows";1.0;49651
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Nvidia";"N/A";2.0;31382
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Nvidia";"windows";1.0;54932
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Intel";"windows";1.0;61219
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;16;"SSD";"512";"0";"Intel";"windows";1.0;68145
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"AMD";"linux";2.0;36089
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Intel";"windows";1.0;47899
"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;72621
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";"1024";"0";"Intel";"windows";2.0;42304
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";4.0;130874
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Nvidia";"windows";2.0;44329
"Dell";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;16;"HDD";"1024";"0";"AMD";"windows";2.0;45768
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";2.0;40972
"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";"256";"500";"Nvidia";"windows";2.0;47472
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";"1024";"0";"AMD";"windows";1.0;67612
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";"1024";"0";"Intel";"windows";2.0;21258
"HP";"Notebook";15.6;1366;768;0;"AMD";"E-Series 9000e";1.5;4;"HDD";"500";"0";"AMD";"windows";2.0;17582
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";3.0;79867
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;45768
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"SSD";"256";"0";"Intel";"windows";1.0;36710
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";"256";"0";"AMD";"linux";2.0;47899
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";"1024";"0";"Intel";"linux";2.0;20779
"Asus";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;4;"Hybrid";"128";"1024";"AMD";"windows";2.0;30636
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;32;"Hybrid";"512";"1024";"Nvidia";"windows";4.0;207259
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";2.0;45075
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SSD";"128";"0";"Intel";"windows";7.0;31382
"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;61006
"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";"128";"1024";"Nvidia";"N/A";2.0;47366
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";2.0;46833
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;57489
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";"128";"2048";"AMD";"windows";2.0;52481
"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Intel";"windows";2.0;29784
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";"256";"0";"Nvidia";"windows";3.0;159787
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";"500";"0";"Intel";"windows";1.0;35964
"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";3.1;8;"SSD";"512";"0";"Intel";"macos";1.0;108691
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";1.8;8;"HDD";"1024";"0";"Intel";"windows";2.0;43636
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";4.0;95851
"Asus";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"HDD";"1024";"0";"AMD";"windows";1.0;24988
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";"512";"0";"Intel";"windows";1.0;98515
"Acer";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";"256";"0";"Nvidia";"windows";3.0;37403
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Intel";"windows";1.0;50563
"HP";"Notebook";15.6;1366;768;0;"AMD";"A6-Series A6-9220";2.5;8;"SSD";"128";"0";"AMD";"windows";1.0;23758
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"HDD";"1024";"0";"Nvidia";"windows";2.0;56424
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"512";"1024";"Nvidia";"windows";4.0;133147
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";"512";"0";"Nvidia";"windows";2.0;90523
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";"128";"1024";"AMD";"windows";2.0;60846
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";"256";"0";"Intel";"N/A";2.0;23656
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";"500";"0";"Intel";"windows";2.0;38468
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";"1024";"0";"Intel";"windows";2.0;35005
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"AMD";"windows";2.0;30103
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Intel";"windows";2.0;42571
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";"512";"512";"Intel";"windows";4.0;79867
"";"";0.0;0;0;0;"";"";0.0;0;"";"0";"0";"";"other";0.0;0
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"HDD";"1024";"0";"Nvidia";"windows";2.0;54239
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Intel";"windows";2.0;46886
"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";2.9;8;"SSD";"512";"0";"Intel";"macos";1.0;104370
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";"256";"1024";"AMD";"windows";3.0;82531
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"AMD";"linux";2.0;39165
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.6;16;"SSD";"512";"0";"Intel";"windows";1.0;133147
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;8;"HDD";"500";"0";"Nvidia";"windows";2.0;43263
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;12;"HDD";"1024";"0";"Intel";"windows";2.0;37992
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";"128";"1024";"AMD";"linux";2.0;58555
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"HDD";"1024";"0";"Nvidia";"windows";2.0;39694
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;4;"HDD";"1024";"0";"Intel";"windows";2.0;26054
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"HDD";"2048";"0";"Nvidia";"N/A";2.0;45235
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;45768
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"1024";"0";"AMD";"linux";2.0;22804
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";2.0;44169
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"SSD";"256";"0";"Intel";"windows";2.0;30849
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Nvidia";"windows";3.0;50669
"Acer";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"HDD";"1024";"0";"Intel";"windows";2.0;35112
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;58448
"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";1.0;52055
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;62817
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";"1024";"0";"Nvidia";"N/A";2.0;35112
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.5;2;"SSD";"16";"0";"Intel";"other";2.0;10603
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";"1024";"0";"Nvidia";"windows";3.0;63243
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"HDD";"1024";"0";"Intel";"windows";2.0;26054
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"windows";2.0;97449
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Intel";"windows";2.0;39374
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";"1024";"0";"Nvidia";"windows";3.0;69211
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"linux";2.0;52161
"Dell";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";"256";"0";"Nvidia";"windows";3.0;153705
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";"1024";"0";"AMD";"windows";2.0;26587
"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";"512";"0";"Nvidia";"windows";1.0;78215
"Asus";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.4;4;"SSD";"128";"0";"Intel";"windows";1.0;27120
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;113060
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;6;"HDD";"1024";"0";"Nvidia";"windows";5.0;34579
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";"2048";"0";"Nvidia";"N/A";2.0;29251
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;67399
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";"1024";"0";"Intel";"N/A";2.0;19180
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.8;16;"SSD";"256";"0";"Intel";"windows";1.0;105228
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";"256";"0";"Nvidia";"windows";2.0;55571
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;43636
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"1024";"0";"Intel";"windows";1.0;24988
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;53227
"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"SSD";"1024";"0";"Intel";"windows";1.0;133147
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;111835
"Acer";"Notebook";15.6;1920;1080;0;"AMD";"A8-Series 7410";2.2;8;"SSD";"256";"0";"AMD";"windows";2.0;24988
"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;2;"Flash Storage";"32";"0";"Intel";"windows";1.0;14652
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";"128";"1024";"AMD";"windows";2.0;44968
"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"SSD";"1024";"0";"Intel";"windows";1.0;130483
"Lenovo";"Notebook";13.3;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";"16";"0";"Intel";"other";1.0;24503
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;52214
"Acer";"Notebook";11.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";"128";"0";"Intel";"windows";1.0;25841
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;68838
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;4;"HDD";"1024";"0";"Nvidia";"windows";2.0;31382
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";2.0;58288
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";1.8;8;"HDD";"1024";"0";"Intel";"windows";2.0;48059
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";2.7;8;"SSD";"256";"0";"AMD";"windows";2.0;35112
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";"32";"0";"Intel";"windows";1.0;15558
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;6;"HDD";"1024";"0";"Intel";"windows";8.0;29251
"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Nvidia";"windows";1.0;55939
"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;71129
"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;32;"SSD";"1024";"0";"Nvidia";"windows";2.0;140606
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;63883
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";2.0;50243
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";"256";"1024";"Intel";"windows";2.0;71076
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"1024";"0";"Intel";"windows";1.0;23923
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"windows";2.0;53227
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";"256";"0";"Intel";"windows";1.0;67559
"";"";0.0;0;0;0;"";"";0.0;0;"";"0";"0";"";"other";0.0;0
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;60952
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";"1024";"0";"Intel";"linux";2.0;14651
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Nvidia";"windows";2.0;60886
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";"500";"0";"Intel";"linux";2.0;14647
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"HDD";"2048";"0";"AMD";"windows";2.0;47899
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;8;"HDD";"1024";"0";"Nvidia";"windows";2.0;38148
"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";"Core i7";1.8;16;"SSD";"512";"0";"Intel";"windows";1.0;111835
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Intel";"windows";1.0;84129
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"2048";"Nvidia";"windows";2.0;60153
"HP";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";"32";"0";"Intel";"windows";1.0;14865
"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.9;16;"SSD";"512";"256";"Intel";"windows";1.0;85672
"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";"32";"0";"Intel";"windows";1.0;19980
"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";"1024";"0";"AMD";"windows";0.0;35325
"";"";0.0;0;0;0;"";"";0.0;0;"";"0";"0";"";"other";0.0;0
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;69477
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;75072
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"windows";2.0;92615
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";"512";"0";"Nvidia";"windows";2.0;74752
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";"128";"2048";"AMD";"windows";2.0;51730
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";"1024";"0";"Intel";"N/A";2.0;17156
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Nvidia";"windows";2.0;53227
"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";"2048";"0";"Intel";"windows";2.0;29697
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";"256";"0";"Intel";"windows";1.0;76031
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";"500";"0";"Intel";"windows";1.0;23390
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";2.0;50350
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;6;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;38308
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Intel";"windows";1.0;34046
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SSD";"256";"0";"Nvidia";"N/A";2.0;26587
"HP";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";"2048";"0";"Intel";"windows";2.0;20726
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";"128";"1024";"AMD";"windows";2.0;57809
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";"128";"1024";"Nvidia";"N/A";2.0;43104
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"AMD";"windows";2.0;47899
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;93240
"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"Hybrid";"512";"2048";"Nvidia";"windows";2.0;58555
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"SSD";"128";"0";"AMD";"windows";2.0;22697
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";"256";"1024";"AMD";"windows";3.0;117163
"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A8-Series 7410";2.2;4;"SSD";"128";"0";"AMD";"windows";2.0;26054
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Intel";"windows";1.0;46301
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"SSD";"256";"0";"AMD";"windows";1.0;26053
"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Quad";1.1;4;"SSD";"128";"0";"Intel";"windows";1.0;29464
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";"500";"0";"Intel";"windows";1.0;16464
"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";"32";"0";"Intel";"windows";1.0;15238
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";"1024";"0";"Nvidia";"linux";2.0;45075
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"128";"1024";"Nvidia";"windows";3.0;63456
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";"128";"0";"Intel";"N/A";1.0;21498
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;88178
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";1.0;58555
"Asus";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";"512";"0";"Intel";"windows";1.0;93181
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.7;8;"SSD";"512";"0";"Intel";"windows";1.0;121585
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";"128";"0";"Intel";"windows";1.0;29251
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";"500";"0";"AMD";"windows";2.0;72940
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Nvidia";"windows";2.0;113753
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;16;"SSD";"512";"0";"Intel";"windows";1.0;133680
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";"1024";"0";"Nvidia";"windows";3.0;55358
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";3.0;84768
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";1.6;12;"HDD";"1024";"0";"Nvidia";"windows";2.0;36976
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"windows";2.0;71875
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"AMD";"linux";2.0;41498
"HP";"Ultrabook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"SSD";"256";"0";"AMD";"windows";1.0;26587
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"AMD";"windows";2.0;65511
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;49977
"Dell";"Workstation";15.6;3840;2160;1;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"windows";1.0;144495
